shipment_id,submission_timestamp,hs_code,shc_code,origin_country,port_of_loading,importer_cr_id,is_aeo_certified,historical_avg_clearance_hours,fatoorah_validation_passed,weight_value_discrepancy,pre_arrival_filing_hours,ambient_temperature_celsius,visibility_meters,clearance_duration_hours,inspection_track
020-95915928,2025-09-24T11:00:00+03:00,300493010827,CRT,DEU,FRA,1664216250,1,119.5,1,0.0894,32.37,15.2,858.0,109.02,RED
020-71385606,2025-11-20T21:00:00+03:00,851768905216,VAL,TWN,TPE,2750446585,1,157.2,1,0.0883,60.94,28.2,1704.0,1.46,GREEN
065-20203000,2025-10-27T14:00:00+03:00,851719511690,GEN,CHN,PVG,4533292063,0,50.63,1,0.0185,-30.3,34.9,2249.0,24.38,YELLOW
160-95755093,2025-11-27T15:00:00+03:00,300479423699,COL,IND,BOM,4382246865,0,138.98,1,0.0201,-31.17,36.4,9525.0,26.41,YELLOW
065-53908682,2025-06-25T07:00:00+03:00,851725827960,VAL,TWN,TPE,4105462096,0,51.69,1,0.0945,65.03,13.4,2970.0,94.23,RED
020-13680673,2025-11-20T20:00:00+03:00,300416909395,COL,IND,BOM,2610956113,0,33.46,1,0.0675,39.56,37.5,2700.0,90.63,RED
065-21552730,2025-11-15T06:00:00+03:00,040648909246,COL,NLD,AMS,4782337744,1,71.48,1,0.0999,-3.59,22.6,7183.0,104.79,RED
065-60188949,2025-05-12T21:00:00+03:00,060219120472,PER,FRA,CDG,1041012116,1,20.44,1,0.018,-1.03,42.2,9064.0,28.89,YELLOW
020-59831234,2025-06-20T11:00:00+03:00,851720036415,GEN,CHN,PVG,4493844255,0,162.39,1,0.014,10.45,22.8,7587.0,2.07,GREEN
160-21695281,2025-04-02T13:00:00+03:00,300463582355,CRT,DEU,FRA,1300665835,0,81.3,1,0.0625,-19.03,22.0,2044.0,94.26,RED
065-66576687,2025-07-06T00:00:00+03:00,851788218402,VAL,TWN,TPE,2206041967,1,23.89,1,0.008,5.31,12.7,5303.0,2.53,GREEN
065-56161014,2025-05-27T17:00:00+03:00,040614331840,COL,FRA,CDG,4228552235,0,13.02,1,0.0792,-8.18,48.6,9992.0,146.13,RED
176-86688071,2025-08-09T03:00:00+03:00,851745014869,GEN,CHN,PVG,4855989466,0,167.78,1,0.0797,-46.38,37.9,2139.0,104.84,RED
176-20680901,2025-09-24T08:00:00+03:00,040628695003,PER,FRA,CDG,2792156089,0,106.43,1,0.0086,23.19,14.5,8216.0,0.88,GREEN
020-10710712,2025-09-06T06:00:00+03:00,851799031467,GEN,CHN,PVG,1166516575,0,70.15,1,0.0824,0.83,44.9,9838.0,96.22,RED
020-64148504,2025-05-28T01:00:00+03:00,851776243846,GEN,TWN,TPE,2227939877,0,33.42,1,0.0772,-7.86,41.6,1398.0,107.15,RED
020-30644417,2025-10-31T23:00:00+03:00,851756418606,GEN,TWN,TPE,1196110345,0,57.16,1,0.0589,-36.38,36.6,1628.0,102.25,RED
176-15846073,2025-10-10T21:00:00+03:00,851790282015,GEN,CHN,PVG,4935719573,0,151.48,1,0.0397,5.03,32.2,8072.0,0.79,GREEN
020-51950228,2025-08-13T10:00:00+03:00,040646307023,PER,FRA,CDG,4097843550,0,88.37,1,0.084,23.7,47.4,3470.0,145.89,RED
065-78997198,2025-05-22T23:00:00+03:00,851714778162,VAL,TWN,TPE,1273134335,0,48.68,1,0.075,-37.85,31.8,3262.0,100.41,RED
065-61001143,2025-04-14T11:00:00+03:00,300497286750,COL,IND,BOM,1581468253,0,153.68,0,0.0235,5.01,13.3,9371.0,67.85,YELLOW
160-44734638,2025-05-05T17:00:00+03:00,851774101392,VAL,CHN,PVG,4755387379,0,142.76,0,0.0456,22.42,42.1,3917.0,40.5,YELLOW
020-20729130,2025-04-12T03:00:00+03:00,851712878065,GEN,TWN,TPE,1644365308,1,36.83,1,0.0827,19.49,21.5,3183.0,93.75,RED
065-85523667,2025-06-03T18:00:00+03:00,040681697212,COL,NLD,AMS,2440886889,1,79.15,1,0.0656,48.78,19.3,6964.0,1.21,GREEN
065-59249550,2025-09-19T21:00:00+03:00,060216998168,COL,NLD,AMS,1141945831,1,126.91,1,0.0365,63.67,37.7,8348.0,1.63,GREEN
160-74510639,2025-05-15T14:00:00+03:00,851726809078,VAL,CHN,PVG,1440516960,0,21.6,1,0.0781,-23.38,46.3,8374.0,90.68,RED
065-70823357,2025-06-10T02:00:00+03:00,851783758671,GEN,CHN,PVG,4114918223,1,85.92,1,0.0845,11.7,45.5,9640.0,97.17,RED
160-79386309,2025-10-07T17:00:00+03:00,851768781037,GEN,TWN,TPE,1643415503,1,61.71,1,0.0052,46.1,14.4,2986.0,1.72,GREEN
160-32280578,2025-10-18T02:00:00+03:00,851757216333,GEN,CHN,PVG,2004181347,1,92.24,1,0.0234,36.91,13.1,8580.0,0.93,GREEN
176-29252389,2025-08-31T10:00:00+03:00,851768589370,GEN,CHN,PVG,1297662616,0,85.09,1,0.0401,-46.27,23.6,6239.0,22.42,RED
065-74555862,2025-09-20T02:00:00+03:00,851741142999,GEN,TWN,TPE,4601993939,0,37.09,1,0.0953,-39.63,22.3,9866.0,93.4,RED
176-28501876,2025-06-15T07:00:00+03:00,851740484320,VAL,TWN,TPE,4745950163,0,111.87,1,0.0432,-31.64,42.7,6745.0,18.63,RED
065-53199532,2025-11-23T03:00:00+03:00,851711999650,GEN,TWN,TPE,4763857481,0,15.41,1,0.0176,-6.59,31.8,8843.0,23.13,YELLOW
176-88190343,2025-07-31T09:00:00+03:00,040617604050,PER,NLD,AMS,1082122993,0,49.78,1,0.0709,66.59,13.4,6133.0,95.35,RED
160-11678718,2025-03-01T07:00:00+03:00,300434238846,COL,DEU,FRA,2518468584,1,47.72,1,0.0559,67.63,46.4,5005.0,2.6,GREEN
160-20769985,2025-06-15T11:00:00+03:00,851752161262,VAL,TWN,TPE,1081075869,1,146.99,1,0.0577,48.06,22.3,8732.0,89.66,RED
160-58205638,2025-03-20T19:00:00+03:00,851749246971,GEN,TWN,TPE,4145323830,1,166.79,0,0.0944,-19.06,21.7,6355.0,101.32,RED
160-20615568,2025-10-12T16:00:00+03:00,060298259272,PER,FRA,CDG,2124616322,0,35.19,1,0.0481,-18.93,37.6,8497.0,26.02,YELLOW
065-26080966,2025-06-01T03:00:00+03:00,851720251264,VAL,TWN,TPE,1069426537,0,98.85,0,0.0253,67.57,40.6,9591.0,43.57,RED
020-31845856,2025-03-21T04:00:00+03:00,851776428279,VAL,TWN,TPE,4709472994,1,141.45,1,0.0179,47.76,33.3,7271.0,3.57,GREEN
065-80870254,2025-09-25T08:00:00+03:00,060250630244,COL,NLD,AMS,2702866996,0,37.8,1,0.0196,44.19,44.8,7499.0,4.88,GREEN
176-55014595,2025-09-10T22:00:00+03:00,300497730595,CRT,DEU,FRA,1664464711,0,157.12,1,0.0472,27.36,42.5,8765.0,3.54,GREEN
065-54801812,2025-11-08T15:00:00+03:00,851752796523,GEN,CHN,PVG,2155923342,0,87.79,1,0.0382,17.93,32.0,9299.0,1.28,GREEN
065-30345553,2025-06-04T05:00:00+03:00,300456524622,COL,IND,BOM,4445977871,0,165.94,1,0.087,69.41,29.6,392.0,105.78,RED
176-63656682,2025-10-04T15:00:00+03:00,851747551952,GEN,CHN,PVG,1305630185,0,133.6,1,0.0917,-32.09,45.3,5785.0,91.48,RED
160-65003003,2025-10-09T01:00:00+03:00,040679926758,PER,NLD,AMS,4797446933,0,90.63,1,0.0582,0.15,49.3,3982.0,148.68,RED
176-70258831,2025-09-07T03:00:00+03:00,300484217795,CRT,DEU,FRA,2696028017,1,64.58,1,0.074,-40.61,48.9,7651.0,87.59,RED
176-63337838,2025-07-25T21:00:00+03:00,851759981337,GEN,TWN,TPE,1873882552,1,134.15,1,0.0656,53.69,30.3,5182.0,1.88,GREEN
020-83299349,2025-07-18T03:00:00+03:00,300441555291,COL,IND,BOM,4464745783,1,102.75,1,0.0439,-2.63,31.7,8203.0,24.43,RED
020-76729861,2025-11-28T01:00:00+03:00,851725332850,GEN,CHN,PVG,1676170832,0,85.94,1,0.0766,54.53,41.3,7307.0,102.77,RED
160-66751031,2025-06-26T14:00:00+03:00,040646278860,COL,FRA,CDG,4806890783,1,24.55,1,0.087,23.07,31.1,2598.0,99.35,RED
176-38184831,2025-09-22T23:00:00+03:00,851750320729,GEN,CHN,PVG,2935024550,0,104.85,1,0.0556,58.81,43.4,3078.0,90.9,RED
176-67449772,2025-11-28T02:00:00+03:00,300447459158,COL,IND,BOM,1804485113,0,102.26,1,0.0211,-8.58,34.2,2885.0,27.95,YELLOW
176-70306361,2025-06-30T20:00:00+03:00,851712529799,VAL,CHN,PVG,1450145337,0,80.71,1,0.047,-0.08,44.2,131.0,34.31,RED
065-74838555,2025-03-11T18:00:00+03:00,851769595320,GEN,CHN,PVG,2711369499,1,38.1,0,0.0407,-24.47,31.7,370.0,71.81,RED
020-62679824,2025-03-12T18:00:00+03:00,851737612629,VAL,TWN,TPE,1963475588,0,50.02,1,0.0301,7.96,30.5,2718.0,2.1,GREEN
020-62582051,2025-10-26T09:00:00+03:00,060281469858,PER,NLD,AMS,1474659449,0,44.75,1,0.0616,69.84,49.0,6013.0,138.12,RED
160-57015435,2025-05-19T02:00:00+03:00,300414201833,COL,DEU,FRA,4094838896,0,63.44,0,0.0039,0.04,13.1,1420.0,78.51,RED
020-70340785,2025-08-20T07:00:00+03:00,300491703604,COL,IND,BOM,4920064081,0,70.09,1,0.0428,28.03,22.1,5911.0,2.1,GREEN
020-99657703,2025-07-03T00:00:00+03:00,851789317124,GEN,CHN,PVG,2747756065,0,31.77,1,0.0576,-25.05,41.0,5524.0,88.95,RED
160-65635427,2025-06-03T11:00:00+03:00,300455760780,COL,IND,BOM,4433382322,0,91.03,0,0.0875,43.46,24.9,9047.0,93.97,RED
176-93903677,2025-07-12T08:00:00+03:00,300417666327,CRT,DEU,FRA,4395379451,0,126.06,1,0.0306,24.26,34.5,6926.0,1.99,GREEN
065-68513703,2025-09-29T22:00:00+03:00,851748576654,VAL,CHN,PVG,1584341129,0,35.88,1,0.0028,-26.86,43.7,9637.0,25.56,YELLOW
160-72698625,2025-03-26T12:00:00+03:00,851786853413,VAL,CHN,PVG,1286423279,0,163.65,1,0.0613,-23.72,23.5,5743.0,96.93,RED
020-37767267,2025-11-06T11:00:00+03:00,851761176016,VAL,TWN,TPE,2753046559,0,31.85,1,0.0174,26.27,29.5,7931.0,1.61,GREEN
160-32580075,2025-03-29T15:00:00+03:00,851727699655,GEN,TWN,TPE,4023266224,1,123.7,1,0.069,28.06,12.8,5772.0,90.11,RED
020-97573912,2025-08-01T18:00:00+03:00,851746828381,GEN,CHN,PVG,2165471402,0,114.41,1,0.0501,32.15,14.7,9373.0,86.24,RED
176-24998741,2025-03-26T12:00:00+03:00,851782853994,VAL,TWN,TPE,4934732008,0,20.46,1,0.0103,18.36,32.4,6952.0,1.36,GREEN
176-98094590,2025-06-05T03:00:00+03:00,300486649413,COL,DEU,FRA,1223307089,1,150.04,1,0.0526,25.39,29.9,2915.0,94.99,RED
176-84319022,2025-07-04T13:00:00+03:00,851792617353,VAL,TWN,TPE,4245218151,0,85.48,1,0.0535,-10.29,27.1,8734.0,89.86,RED
020-41363272,2025-11-27T05:00:00+03:00,300446070658,COL,DEU,FRA,2853802794,0,21.78,1,0.0527,-26.54,46.6,8603.0,153.67,RED
160-58676456,2025-05-14T05:00:00+03:00,851726684124,VAL,TWN,TPE,1700616170,0,47.01,1,0.0722,-45.37,21.6,6782.0,102.17,RED
020-40749414,2025-11-02T02:00:00+03:00,300445502943,CRT,DEU,FRA,2977043617,0,52.75,1,0.051,-45.84,15.9,5221.0,91.7,RED
176-51803770,2025-06-16T23:00:00+03:00,060212317495,COL,FRA,CDG,4861096291,1,38.8,1,0.004,-42.37,12.9,4235.0,29.66,RED
176-83289825,2025-06-21T08:00:00+03:00,851772604450,GEN,TWN,TPE,4431776353,1,96.63,1,0.0117,35.85,35.9,3493.0,1.66,GREEN
176-13849318,2025-10-22T03:00:00+03:00,851774452414,GEN,CHN,PVG,2062859241,0,77.6,1,0.0531,-10.95,37.1,5230.0,90.1,RED
020-17239208,2025-11-07T02:00:00+03:00,040687788611,PER,FRA,CDG,1660021127,1,38.84,0,0.0134,15.91,16.3,9617.0,23.67,YELLOW
065-19166769,2025-08-12T22:00:00+03:00,300491916907,COL,DEU,FRA,2286477835,0,101.34,1,0.0588,15.38,29.0,1444.0,95.0,RED
176-83350294,2025-10-05T16:00:00+03:00,300469114791,CRT,IND,BOM,1496405058,1,137.08,1,0.0592,58.88,44.0,9985.0,1.56,GREEN
160-54307270,2025-03-24T22:00:00+03:00,851747063466,VAL,CHN,PVG,4668609310,0,145.24,1,0.0387,1.11,29.1,332.0,14.74,GREEN
176-87226335,2025-05-19T14:00:00+03:00,851727075512,GEN,CHN,PVG,2991845168,0,76.74,1,0.0929,-16.84,29.7,3379.0,99.89,RED
020-88502354,2025-09-29T20:00:00+03:00,040692939751,PER,NLD,AMS,4489923837,0,159.76,1,0.0209,-0.76,24.7,2361.0,24.77,YELLOW
160-38075285,2025-07-29T04:00:00+03:00,040697859036,PER,NLD,AMS,1779418186,1,32.15,1,0.0004,-43.58,41.0,9330.0,32.29,YELLOW
020-55297207,2025-03-28T21:00:00+03:00,851778010697,VAL,TWN,TPE,4038067499,1,71.42,1,0.0736,-38.41,46.3,395.0,107.86,RED
065-90167367,2025-08-29T20:00:00+03:00,851715631183,GEN,CHN,PVG,1506861187,0,83.22,1,0.0104,32.74,13.0,5547.0,1.48,GREEN
065-82881885,2025-04-23T11:00:00+03:00,851744769739,VAL,TWN,TPE,1662281173,1,72.51,1,0.0711,-36.94,35.9,594.0,107.68,RED
020-30767877,2025-04-08T11:00:00+03:00,300457423826,CRT,IND,BOM,4616761475,1,41.81,1,0.0114,-4.6,47.8,2653.0,24.98,YELLOW
176-19961729,2025-04-16T21:00:00+03:00,300456939919,CRT,IND,BOM,1404873706,0,119.74,1,0.0051,0.39,22.9,9087.0,1.65,GREEN
160-61603517,2025-05-03T17:00:00+03:00,851778040058,VAL,TWN,TPE,2068542805,1,16.03,1,0.0082,-3.65,27.6,5596.0,21.71,RED
176-72243297,2025-10-30T22:00:00+03:00,300478590026,CRT,IND,BOM,1376280719,0,100.4,1,0.0694,44.8,28.3,1201.0,111.26,RED
020-43781212,2025-05-06T10:00:00+03:00,300437386042,COL,IND,BOM,4836351702,1,100.41,1,0.086,-28.64,35.8,6777.0,96.81,RED
020-63900263,2025-03-11T06:00:00+03:00,851765830504,GEN,CHN,PVG,1522377212,1,35.44,1,0.0851,-7.88,29.5,4928.0,103.64,RED
176-41330938,2025-08-02T15:00:00+03:00,300447994945,CRT,DEU,FRA,1686961204,1,35.71,1,0.0796,12.5,49.0,7242.0,95.39,RED
160-31921140,2025-05-05T00:00:00+03:00,851753827529,VAL,TWN,TPE,2150781667,1,138.62,1,0.0583,-20.91,13.9,1084.0,105.37,RED
160-91499434,2025-11-17T10:00:00+03:00,851764779294,VAL,CHN,PVG,4981828359,1,123.61,1,0.0164,-43.34,38.2,5964.0,27.28,YELLOW
160-78916275,2025-06-09T00:00:00+03:00,851749468472,GEN,CHN,PVG,1750528313,0,80.27,1,0.0305,31.41,38.9,4217.0,2.67,GREEN
160-68979706,2025-06-02T11:00:00+03:00,060215987530,COL,NLD,AMS,1808300697,0,68.99,1,0.0814,54.68,27.1,4917.0,107.04,RED
160-30043705,2025-08-09T00:00:00+03:00,300489353203,CRT,IND,BOM,4035688786,0,133.53,1,0.0996,29.77,35.8,5177.0,106.21,RED
065-92068103,2025-05-20T19:00:00+03:00,851791743716,GEN,TWN,TPE,2581940848,0,142.9,1,0.0956,-20.45,46.8,4982.0,104.82,RED
065-79612530,2025-09-26T09:00:00+03:00,300478557897,COL,DEU,FRA,1433292051,0,117.26,1,0.0749,-23.7,37.8,5797.0,97.71,RED
020-49552587,2025-07-06T21:00:00+03:00,851760847002,GEN,TWN,TPE,4903173284,1,24.29,1,0.0964,-13.85,32.2,4371.0,96.86,RED
065-68584817,2025-03-10T10:00:00+03:00,851761148988,GEN,TWN,TPE,1614753204,1,59.89,1,0.0861,24.06,42.0,3000.0,84.87,RED
160-96995434,2025-07-26T19:00:00+03:00,300440142752,COL,IND,BOM,4411780677,0,17.73,1,0.08,62.12,32.9,6579.0,100.97,RED
160-46110111,2025-03-12T00:00:00+03:00,300480834264,CRT,IND,BOM,2902141568,0,126.05,1,0.0742,60.46,20.1,160.0,111.07,RED
160-19424684,2025-04-28T03:00:00+03:00,060252538880,COL,FRA,CDG,2454540138,0,66.51,1,0.0888,-23.39,21.1,3004.0,103.08,RED
020-54152404,2025-07-27T05:00:00+03:00,851787207907,VAL,TWN,TPE,4919658802,0,19.57,0,0.0906,-2.8,42.6,2066.0,127.66,RED
020-28249850,2025-10-18T09:00:00+03:00,851754115287,GEN,TWN,TPE,4843192943,0,128.26,0,0.0891,54.26,26.0,4102.0,123.95,RED
176-79135042,2025-03-27T21:00:00+03:00,851740989625,VAL,CHN,PVG,4064127077,0,82.74,1,0.061,63.73,18.9,3438.0,88.65,RED
065-52169445,2025-11-20T18:00:00+03:00,300425490996,CRT,DEU,FRA,1148418824,0,97.25,1,0.0306,36.33,35.1,8246.0,2.5,GREEN
065-86511002,2025-10-16T18:00:00+03:00,851765019311,VAL,CHN,PVG,2646675097,1,11.97,1,0.0447,43.51,19.5,1348.0,14.36,GREEN
176-83240066,2025-10-19T01:00:00+03:00,060285223282,PER,NLD,AMS,1256896302,0,73.68,0,0.0691,41.8,39.5,7103.0,95.44,RED
176-91681913,2025-07-03T14:00:00+03:00,300497688458,COL,DEU,FRA,4143405808,1,34.79,1,0.0785,-28.42,42.5,6252.0,94.88,RED
065-86945344,2025-10-15T11:00:00+03:00,300470259467,COL,IND,BOM,1143535674,0,92.52,1,0.0447,-42.26,22.8,930.0,41.62,RED
160-86755437,2025-05-19T03:00:00+03:00,040682157584,PER,NLD,AMS,4764377702,0,101.4,1,0.0737,53.44,49.7,3841.0,145.51,RED
065-94001526,2025-06-13T08:00:00+03:00,040691274963,COL,FRA,CDG,4940441525,0,82.2,1,0.0658,-22.88,18.8,2811.0,90.59,RED
160-65868614,2025-06-24T12:00:00+03:00,851755844991,VAL,CHN,PVG,4224923934,1,29.34,0,0.0647,69.88,23.1,8443.0,101.81,RED
020-58775800,2025-10-09T17:00:00+03:00,851720939544,VAL,TWN,TPE,1537368088,0,152.73,0,0.0332,57.2,23.2,6030.0,23.78,RED
065-41481512,2025-09-28T13:00:00+03:00,300477783433,CRT,DEU,FRA,4813998292,0,105.89,1,0.0529,34.37,21.6,7438.0,85.71,RED
065-40146156,2025-04-18T02:00:00+03:00,040634147877,COL,FRA,CDG,1053919808,0,48.46,0,0.0475,54.7,27.8,4692.0,59.86,RED
020-99713611,2025-03-25T11:00:00+03:00,851732383617,GEN,TWN,TPE,1104210508,0,113.05,1,0.0764,21.93,24.6,1212.0,102.6,RED
020-91518601,2025-09-07T11:00:00+03:00,851745349744,VAL,CHN,PVG,4910555943,0,129.71,1,0.0877,10.44,35.4,5610.0,112.74,RED
020-82729560,2025-05-15T21:00:00+03:00,851726964845,GEN,TWN,TPE,1509837009,0,99.43,1,0.0503,4.9,46.7,3126.0,84.66,RED
020-40868124,2025-04-11T01:00:00+03:00,300413212026,CRT,DEU,FRA,2125944459,1,49.1,1,0.0532,61.29,20.5,2439.0,0.5,GREEN
020-74874726,2025-08-17T23:00:00+03:00,040679108317,COL,NLD,AMS,4377032731,0,139.85,1,0.051,-3.51,27.7,5554.0,100.19,RED
176-43600526,2025-07-18T12:00:00+03:00,851757562437,GEN,CHN,PVG,1452801686,1,24.87,1,0.0797,48.01,45.9,910.0,12.76,GREEN
176-45404262,2025-11-18T11:00:00+03:00,851784751326,GEN,CHN,PVG,1262785770,1,143.66,1,0.0333,55.63,26.1,9203.0,1.58,GREEN
020-57727033,2025-08-07T15:00:00+03:00,851725975888,VAL,CHN,PVG,2604627517,1,8.14,1,0.0448,-17.97,35.3,4318.0,24.96,YELLOW
020-87515629,2025-04-21T17:00:00+03:00,851789386833,GEN,CHN,PVG,1316275057,0,110.66,1,0.0575,31.41,31.1,3085.0,95.01,RED
020-70184109,2025-03-08T21:00:00+03:00,040657641606,COL,NLD,AMS,2047807572,0,149.23,1,0.0977,-38.27,14.8,4894.0,92.7,RED
020-69007249,2025-10-17T16:00:00+03:00,060268477341,COL,FRA,CDG,4712848132,0,86.32,1,0.0732,13.66,45.7,3580.0,146.29,RED
160-53700841,2025-04-10T20:00:00+03:00,040634622346,PER,FRA,CDG,4050119536,1,128.69,1,0.0822,-9.65,48.3,5420.0,134.75,RED
160-82377346,2025-05-10T18:00:00+03:00,040689665373,COL,NLD,AMS,1150259316,0,112.5,1,0.0356,67.72,26.3,6492.0,2.05,GREEN
020-21782469,2025-05-11T11:00:00+03:00,851760918794,VAL,CHN,PVG,4951641222,1,40.66,1,0.0617,59.61,28.1,9689.0,0.85,GREEN
020-53738645,2025-06-17T01:00:00+03:00,851733719260,VAL,CHN,PVG,1252987091,0,97.44,1,0.0355,-41.85,26.0,4853.0,23.24,YELLOW
065-73867958,2025-08-20T08:00:00+03:00,040649909444,COL,NLD,AMS,2953329991,1,48.86,1,0.0279,-13.13,46.8,8284.0,38.12,YELLOW
020-55910901,2025-11-24T18:00:00+03:00,300416481098,COL,DEU,FRA,4710907023,0,165.21,0,0.0258,-41.41,39.4,6540.0,62.22,RED
020-80640063,2025-09-26T22:00:00+03:00,300453325492,COL,DEU,FRA,2849615033,0,139.51,0,0.0712,68.64,45.3,6417.0,144.29,RED
176-59442413,2025-09-01T17:00:00+03:00,040629219517,PER,FRA,CDG,4485506141,0,146.57,1,0.0349,-34.45,37.3,4623.0,26.14,YELLOW
160-64483316,2025-10-13T09:00:00+03:00,851767785785,VAL,TWN,TPE,4865851211,0,163.94,1,0.0665,3.61,27.5,3159.0,84.55,RED
020-59254110,2025-04-15T18:00:00+03:00,300423350172,COL,DEU,FRA,4706694697,0,16.68,1,0.0162,28.2,21.0,322.0,14.59,GREEN
160-56070592,2025-06-05T22:00:00+03:00,851732225454,GEN,CHN,PVG,1965390479,1,42.84,1,0.0014,40.12,26.2,3267.0,1.77,GREEN
160-82753026,2025-07-14T07:00:00+03:00,300446755323,COL,DEU,FRA,2934285684,0,101.94,1,0.0555,-33.53,42.6,8416.0,86.57,RED
065-83396124,2025-04-07T07:00:00+03:00,851740015561,GEN,CHN,PVG,1802139821,0,1.86,0,0.0531,-12.55,35.7,1618.0,142.83,RED
160-57325253,2025-11-23T08:00:00+03:00,851744819972,GEN,CHN,PVG,4057344217,0,25.88,1,0.0663,59.9,24.1,3865.0,91.94,RED
160-69453920,2025-05-09T18:00:00+03:00,300499447205,COL,IND,BOM,2511259306,0,71.8,1,0.0537,6.58,38.3,4321.0,92.48,RED
020-15532656,2025-06-30T05:00:00+03:00,040637762012,PER,NLD,AMS,2414837972,0,123.95,1,0.0112,-31.35,26.6,5495.0,24.49,YELLOW
176-60894521,2025-04-08T18:00:00+03:00,851790314752,GEN,TWN,TPE,4962789378,1,143.24,1,0.0653,30.03,31.8,1736.0,98.98,RED
020-14194420,2025-08-30T16:00:00+03:00,851710894575,VAL,TWN,TPE,2173918849,1,104.84,1,0.0943,-26.34,23.9,9083.0,98.6,RED
020-87872384,2025-03-31T03:00:00+03:00,060237265115,COL,NLD,AMS,1463105627,0,21.93,1,0.071,-25.0,12.5,7403.0,90.29,RED
176-43900309,2025-07-01T12:00:00+03:00,060279913195,PER,FRA,CDG,2865745223,0,19.51,1,0.0627,32.56,22.8,4165.0,88.8,RED
176-52580574,2025-11-23T07:00:00+03:00,060224712259,PER,FRA,CDG,1438261470,0,82.55,1,0.0554,-6.65,44.2,8891.0,140.19,RED
065-67439126,2025-11-08T01:00:00+03:00,851768017753,VAL,CHN,PVG,1164919958,0,127.57,1,0.0015,-43.33,16.1,5425.0,32.11,RED
176-46029319,2025-04-15T09:00:00+03:00,040628363405,COL,FRA,CDG,4017228854,0,16.66,1,0.0962,3.44,26.7,9074.0,80.39,RED
020-42472178,2025-09-07T18:00:00+03:00,060220612203,PER,NLD,AMS,1421582297,1,39.4,1,0.0965,25.85,40.6,3935.0,98.14,RED
176-96497341,2025-04-08T23:00:00+03:00,851753904728,GEN,TWN,TPE,1440817157,0,66.96,0,0.0719,-6.77,41.3,3409.0,104.69,RED
176-62049722,2025-06-04T15:00:00+03:00,851747058592,VAL,CHN,PVG,1791972661,1,103.45,1,0.0786,29.5,33.0,230.0,109.38,RED
176-59641968,2025-03-07T11:00:00+03:00,300452253072,CRT,IND,BOM,1397831494,0,124.1,1,0.0878,51.95,40.1,3720.0,93.31,RED
160-91807995,2025-04-14T14:00:00+03:00,851723480667,VAL,CHN,PVG,4351829141,0,90.27,1,0.0908,-22.95,18.2,4741.0,88.33,RED
065-24782098,2025-05-21T14:00:00+03:00,300484916347,CRT,IND,BOM,4629585761,0,70.18,1,0.0374,-34.25,44.2,4497.0,23.43,YELLOW
160-88289380,2025-06-13T05:00:00+03:00,040628371007,COL,NLD,AMS,1432849188,0,7.46,1,0.0802,33.41,28.6,7243.0,100.2,RED
160-19024082,2025-11-20T08:00:00+03:00,300436263497,COL,IND,BOM,4010227744,0,52.02,1,0.0226,8.75,22.4,5800.0,1.09,GREEN
065-58593156,2025-10-27T19:00:00+03:00,300430325007,COL,DEU,FRA,4326292683,0,64.81,1,0.0319,-17.2,24.3,7078.0,28.08,RED
160-43759128,2025-08-23T19:00:00+03:00,060247929886,PER,NLD,AMS,2284104180,1,17.1,1,0.0378,27.84,25.4,1094.0,13.14,GREEN
176-14497175,2025-11-12T00:00:00+03:00,040679297448,PER,NLD,AMS,2227747661,0,77.97,0,0.0704,17.79,15.0,1124.0,124.72,RED
065-83939072,2025-09-27T23:00:00+03:00,851768293280,GEN,TWN,TPE,2703491182,1,104.4,1,0.0808,-14.51,23.4,3574.0,100.84,RED
160-65493233,2025-08-07T14:00:00+03:00,300484858214,CRT,DEU,FRA,4526510212,1,117.9,1,0.029,1.36,14.6,6763.0,1.53,GREEN
020-44713883,2025-04-05T14:00:00+03:00,300415209356,COL,IND,BOM,2133259164,0,79.2,1,0.0846,-29.72,17.7,8235.0,100.69,RED
160-20549846,2025-03-27T15:00:00+03:00,851792326231,VAL,CHN,PVG,2086858646,0,21.9,1,0.0447,66.18,16.1,2015.0,0.67,GREEN
020-15905037,2025-06-02T06:00:00+03:00,060274992661,PER,NLD,AMS,4859396432,0,94.27,1,0.015,-46.23,38.2,466.0,40.06,RED
176-58239354,2025-05-06T18:00:00+03:00,040649207134,COL,FRA,CDG,2430112554,1,27.31,1,0.0162,-25.95,36.5,7852.0,26.91,YELLOW
020-36411845,2025-03-19T09:00:00+03:00,851794560859,VAL,CHN,PVG,4584922620,0,46.05,1,0.0485,5.2,18.3,3587.0,2.62,GREEN
160-16023135,2025-11-07T16:00:00+03:00,300482935700,COL,DEU,FRA,1783832119,1,23.69,1,0.097,-44.74,15.0,2806.0,92.06,RED
160-96240263,2025-11-03T06:00:00+03:00,851722956471,GEN,CHN,PVG,2702486747,0,16.09,1,0.0645,22.64,26.2,431.0,116.39,RED
160-17853092,2025-11-02T21:00:00+03:00,851748556908,VAL,TWN,TPE,2933950275,0,29.39,1,0.0541,65.69,19.2,5908.0,101.14,RED
065-85825125,2025-11-17T22:00:00+03:00,060243204963,COL,FRA,CDG,1806119022,0,69.17,1,0.0327,-33.0,31.0,5722.0,27.73,RED
065-58545033,2025-09-09T20:00:00+03:00,300433648417,COL,IND,BOM,4716760383,0,75.14,1,0.0269,53.8,17.9,7004.0,0.69,GREEN
